,count,count,count,count,count,count,count,count,body_camera,body_camera,body_camera,body_camera,body_camera,body_camera,body_camera,body_camera
Greeley,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0
Green,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Bay,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Green Forest,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Greenback,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Greenbelt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greene County,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Greene Township,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Greeneville,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0
Greenfield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenport,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Greensboro,0,1,1,0,0,0,2,0,0,1,1,0,0,0,1,0
Greensburg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Greenspoint,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Greenville,1,1,2,4,3,3,2,1,0,0,0,1,0,0,1,0
Greenville County,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
Greenwood,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
Greer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Grenada,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gresham,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Gretna,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Griffin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grottoes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Grover Beach,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Groveton,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grovetown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Grundy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guadalupe,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Guadalupe County,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Gulfport,1,0,1,2,0,3,1,0,0,0,0,0,0,0,0,0
Gunlock,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gunnison,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gunnison County,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gurnee,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gurnsey County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Guthrie,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Guymon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Habersham,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hacienda Heights,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hackensack,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hackett,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hailey,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Half Moon Bay,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hall County,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Hallandale Beach,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
Hamilton,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamilton County,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Hamilton Township,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Hammett,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hammond,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Hampton,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Hanceville,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hancock County,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Hanford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hanover,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hanover Township,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hanson County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Happy Valley,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Hardeeville,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardwick,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Hardy County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Harker Heights,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harmony,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Harnett County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Harris County,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0
Harrisburg,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0
Harrison,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Harrison County,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Harrison Township,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Harrisonburg,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Harrisonville,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hart County,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hartford,0,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0
Hartsville,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Harvey,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hastings,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
Hattiesburg,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Haughton,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Havre de Grace,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hawaiian Gardens,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawkins,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Hawthorne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haymarket,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Haynesville,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hays,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hayti,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hayward,0,1,1,1,0,1,2,0,0,0,0,0,0,1,2,0
Hazel Dell,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Hazleton,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Healdton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heath Township,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hebron,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Helena,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Helena-West Helena,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hemet,5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Henderson,1,1,0,3,2,3,1,0,0,0,0,2,2,3,0,0
Henderson County,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hendersonville,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hendry County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Henrico,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Henrico County,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Henry County,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Henryetta,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hensley,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herald,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hereford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hermantown,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Hermitage,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hernando,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Herndon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Herriman,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Hesperia,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
Hessel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hesston,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hialeah,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Hickory,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
High Point,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
Highgrove,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highland,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Highlands Ranch,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Hilliard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hillsboro,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
Hillsborough,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hilltop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hillyard,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hilo,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0
Hiltons,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hinds County,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hinton,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hiram,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Hiseville,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hixson,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hobbs,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Hockingport,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hog Valley,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hogansville,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hohenwald,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Holiday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holladay,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Holland Township,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Holly Hill,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Holly Springs,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Hollywood,0,0,1,2,1,0,0,2,0,0,0,1,0,0,0,0
Hollywood Hills,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Holt,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Holy Cross,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Holyoke,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Home Garden,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Homedale,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Homeland,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Homer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Homestead,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Hometown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homewood,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Hominy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homosassa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Honolulu,1,1,0,5,5,1,3,0,0,0,0,1,1,0,3,0
Hooker,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hoover,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hope Ranch,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hopewell,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Hopkins County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hopkinsville,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Horizon City,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Horn Lake,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Horry County,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
Horseheads,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hot Spring,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hot Springs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hotchkiss,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Houma,1,1,1,0,0,2,2,0,0,1,0,0,0,0,0,0
Houston,13,11,7,6,11,13,13,9,0,2,2,1,0,3,9,3
Howland Township,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Huber Heights,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hubert,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hudson,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0
Huger,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Humble,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Humboldt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humboldt County,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Hummelstown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunters,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huntersville,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Huntingdon County,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huntington,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Huntington Beach,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0
Huntington Park,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Huntsville,1,2,3,1,2,3,1,0,0,2,0,1,0,0,0,0
Hurdle Mills,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Huron,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hurricane,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hurst,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hutchins,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hutchinson,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hutchinson County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hyattsville,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hyde Park,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Idaho Falls,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0
Idaho Springs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ideal Beach,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immokalee,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Imperial County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Independence,0,0,2,0,1,0,3,1,0,0,0,0,0,0,0,0
Indialantic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Indian Land,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Indian River County,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Indian Wells,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Indianapolis,9,4,1,1,1,3,4,0,1,1,0,0,0,1,3,0
Indiantown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Indio,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Industry,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Inglewood,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Inkster,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Inman,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Inwood,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Inyokern,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iota,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Iowa Falls,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Iredell County,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irmo,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron River,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Irvine,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irving,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0
Irvington,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ishpeming Township,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Islip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ithaca,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Iuka,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iva,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,0,4,1,5,1,1,4,0,0,0,0,0,0,0,0,0
Jackson County,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Jackson Township,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jacksonboro,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Jacksonsville,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacksonville,5,2,8,5,7,9,4,2,0,0,0,1,2,4,2,0
Jal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
James Island,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jamestown,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
Jamesville,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
Jasper,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Jay,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jean,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Jefferson,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jefferson City,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0
Jefferson County,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Jefferson Parish,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Jeffersonville,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Jemison,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jennings,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Jersey City,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
Jerseyville,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesup,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Thorpe,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Johns Creek,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Johns Island,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Johnson City,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Johnson County,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Johnsonville,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnstown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joilet,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Joliet,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Jonesboro,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0
Jonesborough,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Jonesville,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Joplin,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Josephine County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Tree,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Jourdanton,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Junction City,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Juneau,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Juniata,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jupiter,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jurupa Valley,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Kahuku,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakaako,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kalamazoo,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0
Kalihi,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Kaneohe,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kansas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kansas City,5,4,4,9,6,8,5,1,0,0,0,0,0,0,3,0
Kasilof,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Katy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Kaukauna,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kayenta,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Keaau,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keansburg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Kearneysville,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kearns,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Kearny,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keithville,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Keizer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kellyville,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelso,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenai Peninsula,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kendale Lakes,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Kennard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kenner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kennewick,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Kenosha,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent,1,1,3,0,1,1,0,2,0,0,0,0,0,1,0,0
Kent Station,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kentwood,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Kenwood,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kerrville,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kettering,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Kewaskum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Killeen,0,1,1,0,1,0,2,1,0,0,0,0,0,0,1,0
Kimberling City,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
King,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
King City,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King George,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King George County,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
King of Prussia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingman,1,3,1,1,0,1,1,0,0,1,0,1,0,0,0,0
Kings County,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kings Mountain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingsbury,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingsland,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Kingsport,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Kingston Springs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kingwood,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kinston,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiowa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirkland,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Kirkwood,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kissimmee,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kittitas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Klamath Falls,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Knowlton Township,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Knox,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knox County,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
Knoxville,2,0,2,0,2,2,2,0,0,0,0,0,0,0,1,0
Kokomo,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kountze,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kuna,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Kyle,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Crosse,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Habra,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
La Marque,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
La Mirada,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Paz County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Plata,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
La Porte,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Quinta,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
La Vergne,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LaFollette,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
LaGrange,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
LaSalle,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lacey,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0
Lacombe,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lacy Lakeview,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ladera Heights,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lady Lake,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lafayette,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0
Laguna,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Laguna Niguel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Laguna Pueblo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laguna Woods,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lake Asbury,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Charles,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0
Lake City,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Elmo,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Lake Elsinore,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Lake Forest,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Lake Hallie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
