city,count,body_camera
Kingston Springs,1,0
Florissant,1,0
Grantsville,1,0
Grand Prarie,1,1
Grand Terrace,1,0
Granite Falls,1,0
Grant,1,0
Grant County,1,0
Grants Pass,1,0
Grantsboro,1,0
Grapeview,1,0
Globe,1,0
Grayson County,1,0
Green,1,0
Green Forest,1,0
Greenback,1,0
Greenbelt,1,0
Greene Township,1,0
Greenfield,1,0
Grand Canyon Caverns,1,0
Graham County,1,0
Grafton,1,0
Goshen,1,0
Goetz,1,0
Golden,1,0
Golden Shores,1,0
Goleta,1,0
Gonic,1,0
Gonzales County,1,0
Goochland County,1,0
Goodbee,1,0
Gooding,1,0
Goodman,1,0
Goodview,1,0
Goose Creek,1,0
Gordo,1,0
Gordon County,1,0
Gorham,1,0
Greenport,1,0
Greensburg,1,0
Greenspoint,1,0
Hailey,1,0
Hammond,1,1
Hanceville,1,0
Hanford,1,0
Hanover Township,1,0
Hanson County,1,0
Hardy County,1,0
Harker Heights,1,0
Harnett County,1,0
Harrison,1,0
Harrison County,1,0
Harrisonville,1,0
Hart County,1,0
Hartsville,1,0
Hastings,1,1
Haughton,1,0
Half Moon Bay,1,0
Hackett,1,0
Greer,1,1
Hacienda Heights,1,0
Grenada,1,0
Gretna,1,0
Griffin,1,0
Grottoes,1,0
Grover Beach,1,0
Groveton,1,0
Grovetown,1,0
Grundy,1,0
Gunlock,1,0
Gunnison,1,0
Gunnison County,1,0
Gurnee,1,0
Gurnsey County,1,0
Guymon,1,0
Habersham,1,0
Gobles,1,0
Glenwood Springs,1,0
Kingsbury,1,0
Franklin Township,1,0
Fort Mohave,1,0
Fort Morgan,1,0
Fort Stockton,1,0
Fort Sumner,1,0
Fort Washington,1,0
Foster Township,1,0
Frametown,1,0
Frederica,1,0
Glenwood,1,0
Frederick,1,0
Fredericksburg,1,1
Frederickson,1,0
Fredonia,1,0
Freeport,1,0
French Lick,1,0
Fridley,1,0
Fort Meade,1,0
Fort Littleton,1,0
Fort Defiance,1,0
Fort Carson,1,1
Flossmoor,1,1
Flour Bluff,1,0
Follansbee,1,0
Fond du Lac,1,0
Fordoche,1,0
Forest Hill,1,1
Forest Lake,1,1
Foresthill,1,0
Forks Township,1,0
Forksville,1,0
Formosa,1,0
Fort Apache Reservation,1,0
Fort Ashby,1,0
Fort Atkinson,1,0
Fort Belknap,1,0
Friendly Hills,1,0
Friendswood,1,1
Fritch,1,0
Geneva Township,1,0
Gerrardstown,1,0
Ghent,1,0
Gibson,1,0
Gibson County,1,0
Giddings,1,0
Gifford,1,0
Gilmer,1,1
Girard,1,0
Glade Spring,1,0
Gladewater,1,1
Glen Valley,1,0
Glennville,1,0
Glenoma,1,0
Glenpool,1,0
Glenville,1,0
Georgetown County,1,0
Genesee Township,1,0
Frostproof,1,0
Geary,1,0
Fruita,1,0
Fruithurst,1,0
Fruitland Park,1,0
Ft. Lauderdale,1,0
Fuqua,1,0
Gaitherburg,1,0
Gallatin,1,1
Gallatin County,1,0
Gallup,1,0
Galveston,1,0
Gardner,1,0
Gardnerville Ranchos,1,0
Gaston County,1,0
Gates,1,0
Gautier,1,0
Havre de Grace,1,0
Hawaiian Gardens,1,0
Hawthorne,1,0
Jay,1,0
Iva,1,0
Jackson Township,1,0
Jacksonboro,1,1
Jacksonsville,1,0
Jal,1,0
Jamaica,1,0
James Island,1,0
Jefferson,1,0
Haymarket,1,0
Jefferson Parish,1,1
Jemison,1,0
Jerseyville,1,0
Jesup,1,0
Jim Thorpe,1,0
Johns Creek,1,0
Johns Island,1,0
Ithaca,1,0
Islip,1,0
Ishpeming Township,1,1
Irvington,1,0
Imperial County,1,0
Indialantic,1,0
Indian Land,1,0
Indian Wells,1,1
Indiantown,1,0
Industry,1,0
Inkster,1,0
Inman,1,0
Inwood,1,0
Inyokern,1,0
Iota,1,0
Iowa Falls,1,0
Iredell County,1,0
Iron River,1,0
Irvine,1,0
Johnson County,1,0
Johnsonville,1,0
Johnstown,1,0
Keithville,1,0
Kellyville,1,0
Kenai Peninsula,1,0
Kennard,1,0
Kenner,1,0
Kenosha,1,0
Kent Station,1,0
Kenwood,1,0
Kewaskum,1,0
Kimberling City,1,0
King,1,0
King City,1,0
King George,1,0
King George County,1,0
King of Prussia,1,0
Kings Mountain,1,0
Keizer,1,0
Kearny,1,0
Jonesville,1,0
Kearneysville,1,0
Josephine County,1,0
Junction City,1,0
Juneau,1,0
Juniata,1,0
Jupiter,1,0
Kahuku,1,0
Kakaako,1,0
Kalispell,1,0
Kaneohe,1,0
Kansas,1,0
Kasilof,1,0
Kaukauna,1,0
Kayenta,1,0
Keaau,1,0
Keansburg,1,1
Ideal Beach,1,0
Idaho Springs,1,0
Hyde Park,1,0
Hessel,1,0
Highgrove,1,0
Highlands Ranch,1,1
Hilliard,1,0
Hillsborough,1,0
Hilltop,1,0
Hillyard,1,0
Hiltons,1,0
Hinds County,1,0
Hinton,1,0
Hiseville,1,0
Hixson,1,0
Hockingport,1,0
Hog Valley,1,0
Hogansville,1,0
Holiday,1,0
Hesston,1,0
Herriman,1,1
Holland Township,1,0
Herndon,1,0
Haynesville,1,0
Hayti,1,0
Hazleton,1,0
Healdton,1,0
Heath Township,1,0
Hebron,1,0
Helena-West Helena,1,0
Hendry County,1,0
Henryetta,1,0
Hensley,1,0
Herald,1,0
Hereford,1,0
Hermantown,1,0
Hermitage,1,0
Hernando,1,0
Holladay,1,1
Holly Hill,1,1
Hyattsville,1,0
Hotchkiss,1,0
Huber Heights,1,0
Hubert,1,0
Huger,1,0
Humble,1,0
Humboldt,1,0
Humboldt County,1,1
Hummelstown,1,0
Hunters,1,0
Huntingdon County,1,0
Huntley,1,0
Hurdle Mills,1,0
Huron,1,0
Hurricane,1,0
Hutchins,1,0
Hutchinson County,1,0
Howland Township,1,0
Hot Springs,1,0
Holt,1,0
Hot Spring,1,0
Holy Cross,1,0
Holyoke,1,0
Home Garden,1,0
Homedale,1,1
Homeland,1,0
Homer,1,0
Hometown,1,0
Hominy,1,0
Homosassa,1,0
Hooker,1,0
Hope Ranch,1,0
Hopkins County,1,0
Hopkinsville,1,0
Horizon City,1,0
Horseheads,1,0
Lexington Park,1,0
