,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,is_geocoding_exact,age_binned,armed_3,armed_4,armed_7,count,month,year,quarter,state_name,PopEstimate2015,PopEstimate2016,PopEstimate2017,PopEstimate2018,PopEstimate2019,PopEstimate2020,PopEstimate2021
6958,2019-06-15,shot,gun,28,M,Black,Birmingham,AL,False,attack,Car,False,True,18-29,armed,gun,gun,1,6,2019,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6959,2019-07-17,shot,gun,35,M,Black,Birmingham,AL,False,attack,Foot,False,True,30-44,armed,gun,gun,1,7,2019,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6960,2019-07-22,shot,gun,53,M,White,Ranburne,AL,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,7,2019,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6961,2019-08-04,shot,gun,65,M,White,Hanceville,AL,True,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,8,2019,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6962,2019-08-28,shot,knife,62,M,Black,Gordo,AL,True,other,Not fleeing,False,True,60-75,armed,other weapon,knife/cutting instrument,1,8,2019,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6963,2019-10-27,tasered and shot,gun,39,M,Black,Madison,AL,False,attack,Not fleeing,True,True,30-44,armed,gun,gun,1,10,2019,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6964,2019-12-10,shot,gun,66,M,White,Semmes,AL,True,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,12,2019,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6965,2019-12-12,shot,gun,23,M,White,Ozark,AL,True,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,12,2019,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6966,2020-01-05,shot,gun,57,M,White,Elkmont,AL,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,1,2020,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6967,2020-01-09,tasered and shot,hammer,34,M,White,Semmes,AL,True,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,1,2020,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6968,2020-01-24,shot,gun,35,F,White,Coden,AL,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2020,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6969,2020-02-08,shot,gun,67,M,White,Vestavia Hills,AL,False,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,2,2020,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6970,2020-02-10,shot,gun,34,M,White,Albertville,AL,False,attack,Other,True,True,30-44,armed,gun,gun,1,2,2020,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6971,2020-02-25,shot,gun,38,M,Black,Tuscumbia,AL,False,attack,Foot,False,True,30-44,armed,gun,gun,1,2,2020,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6972,2020-03-05,shot,gun,37,M,White,Ariton,AL,False,other,Car,False,True,30-44,armed,gun,gun,1,3,2020,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6973,2020-03-08,shot,gun,65,M,None,Montgomery,AL,False,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,3,2020,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6974,2020-04-06,shot,gun,54,M,White,Florence,AL,False,attack,Foot,False,True,45-59,armed,gun,gun,1,4,2020,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6975,2020-04-17,shot,gun,37,M,Black,Daphne,AL,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,4,2020,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6976,2020-05-19,shot,gun,32,M,White,Chunchula,AL,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,5,2020,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6977,2020-05-20,shot,gun,45,M,Black,Atmore,AL,False,other,Foot,False,True,30-44,armed,gun,gun,1,5,2020,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6978,2020-05-27,shot,unarmed,34,M,White,Luverne,AL,False,undetermined,Not fleeing,False,True,30-44,unarmed,unarmed,unarmed,1,5,2020,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6979,2020-10-16,shot,gun,57,M,Hispanic,Huntsville,AL,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,10,2020,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6980,2020-10-17,shot,gun,41,M,White,Huntsville,AL,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,10,2020,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6981,2020-11-21,shot,gun,34,F,White,Ohatchee,AL,False,attack,Not fleeing,True,True,30-44,armed,gun,gun,1,11,2020,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6982,2021-01-04,shot,vehicle,37,F,White,Columbiana,AL,False,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,1,2021,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6983,2021-01-18,shot,gun,56,M,White,St. Clair County,AL,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,1,2021,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6984,2021-01-20,shot,gun,21,M,Black,Birmingham,AL,False,attack,Foot,False,True,18-29,armed,gun,gun,1,1,2021,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6985,2021-01-26,tasered and shot,knife,37,M,White,Mobile,AL,False,other,Foot,True,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2021,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6986,2021-02-04,shot,gun,18,M,Black,Mobile,AL,False,attack,Not fleeing,False,True,Under 18,armed,gun,gun,1,2,2021,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6987,2021-02-26,shot,undetermined,26,M,White,Walker County,AL,True,undetermined,Not fleeing,False,True,18-29,undetermined,undetermined,undetermined,1,2,2021,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6988,2021-02-27,shot,undetermined,27,M,None,Dora,AL,False,undetermined,Not fleeing,False,True,18-29,undetermined,undetermined,undetermined,1,2,2021,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6989,2021-03-20,shot,gun,41,M,White,Odenville,AL,False,attack,Car,False,True,30-44,armed,gun,gun,1,3,2021,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6990,2021-03-22,shot,gun,37,M,None,Fruithurst,AL,False,attack,Car,False,True,30-44,armed,gun,gun,1,3,2021,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6991,2021-04-04,shot,gun,28,M,Black,Birmingham,AL,False,attack,Other,True,True,18-29,armed,gun,gun,1,4,2021,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6992,2021-04-15,shot,gun,29,M,None,Tuscaloosa,AL,False,attack,Other,True,True,18-29,armed,gun,gun,1,4,2021,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6993,2021-04-19,tasered and shot,gun,39,M,Black,Dothan,AL,False,attack,Car,False,True,30-44,armed,gun,gun,1,4,2021,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6994,2021-05-16,shot,gun,39,M,White,Birmingham,AL,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,5,2021,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6995,2021-05-18,shot,gun,32,M,Black,Montgomery,AL,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,5,2021,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6996,2021-05-18,shot,gun,32,M,White,Blount County,AL,False,attack,Car,False,True,30-44,armed,gun,gun,1,5,2021,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6997,2021-05-31,shot,gun,71,M,White,Jemison,AL,False,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,5,2021,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6998,2021-06-10,shot,gun,64,M,None,Walker County,AL,False,other,Not fleeing,False,True,60-75,armed,gun,gun,1,6,2021,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6999,2021-06-14,shot,bottle,43,M,Hispanic,Birmingham,AL,False,attack,Foot,False,True,30-44,armed,other weapon,other weapon,1,6,2021,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
7000,2021-06-19,shot,gun,20,M,Black,Lee County,AL,True,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,6,2021,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
7001,2021-07-18,shot,gun,35,M,White,Malbis,AL,False,other,Car,True,True,30-44,armed,gun,gun,1,7,2021,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
7002,2021-07-27,shot,gun,35,M,None,Cottonwood,AL,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,7,2021,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
7003,2021-07-28,shot,machete,32,M,None,Wetumpka,AL,True,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,7,2021,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
7004,2021-08-06,shot,undetermined,49,M,White,Cullman County,AL,False,undetermined,Not fleeing,False,True,45-59,undetermined,undetermined,undetermined,1,8,2021,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
7005,2021-10-10,shot,vehicle,50,M,White,Dothan,AL,False,attack,Not fleeing,False,True,45-59,armed,other weapon,other weapon,1,10,2021,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
7006,2022-01-19,shot,gun,37,M,None,Perdido,AL,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2022,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
7007,2022-01-24,shot,gun,48,M,None,Priceville,AL,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,1,2022,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
7008,2022-02-14,shot,gun,26,M,None,Oxford,AL,False,attack,Car,False,True,18-29,armed,gun,gun,1,2,2022,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
7009,2022-02-17,shot,vehicle,47,M,None,Dothan,AL,False,attack,Not fleeing,False,True,45-59,armed,other weapon,other weapon,1,2,2022,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
7010,2022-02-23,shot,undetermined,27,M,Black,Birmingham,AL,False,undetermined,Foot,False,True,18-29,undetermined,undetermined,undetermined,1,2,2022,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
7011,2022-03-04,shot,gun,33,M,White,Hollywood,AL,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,3,2022,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
7012,2022-03-12,shot,gun,33,M,White,Decatur,AL,False,attack,Car,False,True,30-44,armed,gun,gun,1,3,2022,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
7013,2022-03-12,shot,gun,44,M,White,Lauderdale County,AL,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,3,2022,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
7014,2022-05-02,shot,gun,44,M,White,Ozark,AL,False,other,Car,False,True,30-44,armed,gun,gun,1,5,2022,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
7015,2022-05-03,shot,knife,47,M,None,Prichard,AL,False,other,Foot,False,True,45-59,armed,other weapon,knife/cutting instrument,1,5,2022,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
7016,2022-05-05,shot,gun,68,M,None,Albertville,AL,False,other,Not fleeing,False,True,60-75,armed,gun,gun,1,5,2022,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
7017,2022-06-09,shot,undetermined,32,M,None,Gadsden,AL,True,undetermined,Not fleeing,False,True,30-44,undetermined,undetermined,undetermined,1,6,2022,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
7018,2015-02-15,shot,gun,34,M,White,Iuka,MS,False,attack,Foot,False,True,30-44,armed,gun,gun,1,2,2015,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7019,2015-02-26,shot,unarmed,49,M,White,Gulfport,MS,False,other,Not fleeing,False,True,45-59,unarmed,unarmed,unarmed,1,2,2015,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7020,2015-03-01,shot,gun,49,M,White,Barton,MS,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,3,2015,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7021,2015-03-15,shot,machete,27,M,White,Ruth,MS,False,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,3,2015,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7022,2015-10-12,shot,gun,31,M,White,Brookhaven,MS,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,10,2015,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7023,2015-10-16,shot,undetermined,33,M,Black,Columbus,MS,False,undetermined,Foot,True,True,30-44,undetermined,undetermined,undetermined,1,10,2015,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7024,2015-10-28,shot,pellet gun,57,M,White,Smithville,MS,False,attack,Not fleeing,False,True,45-59,armed,other weapon,air/bb/pellet guns,1,10,2015,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7025,2015-12-27,shot,undetermined,36,M,White,Lucedale,MS,False,undetermined,Car,False,True,30-44,undetermined,undetermined,undetermined,1,12,2015,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7026,2016-02-20,shot,gun,45,M,White,Iuka,MS,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,2,2016,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7027,2016-03-01,shot,gun,37,M,White,Gautier,MS,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,3,2016,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7028,2016-03-10,shot,toy weapon,37,M,White,Biloxi,MS,False,other,Not fleeing,False,True,30-44,unarmed,unarmed,toy weapon,1,3,2016,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7029,2016-05-09,shot,unarmed,23,M,White,St. Martin,MS,False,attack,Not fleeing,False,True,18-29,unarmed,unarmed,unarmed,1,5,2016,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7030,2016-06-11,shot,gun,27,M,Black,Tupelo,MS,False,attack,Car,False,True,18-29,armed,gun,gun,1,6,2016,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7031,2016-06-18,shot,unarmed,37,M,Black,Tupelo,MS,False,attack,Foot,False,True,30-44,unarmed,unarmed,unarmed,1,6,2016,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7032,2016-06-22,shot,gun,44,M,Black,Walls,MS,False,attack,Foot,False,True,30-44,armed,gun,gun,1,6,2016,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7033,2016-11-25,shot,gun,23,M,Black,Hattiesburg,MS,False,attack,Other,False,True,18-29,armed,gun,gun,1,11,2016,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7034,2017-01-21,shot,gun,44,M,Black,Greenville,MS,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2017,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7035,2017-01-25,shot,gun,54,M,Black,Southaven,MS,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,1,2017,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7036,2017-03-27,shot,gun,45,M,White,Columbus,MS,False,attack,Car,False,True,30-44,armed,gun,gun,1,3,2017,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7037,2017-06-02,shot,unarmed,34,M,Black,Petal,MS,False,attack,Not fleeing,False,True,30-44,unarmed,unarmed,unarmed,1,6,2017,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7038,2017-06-16,shot,gun,41,M,White,Water Valley,MS,False,attack,Car,False,True,30-44,armed,gun,gun,1,6,2017,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7039,2017-06-16,shot,unarmed,24,F,White,Water Valley,MS,False,other,Car,False,True,18-29,unarmed,unarmed,unarmed,1,6,2017,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7040,2017-07-23,shot,gun,41,M,Hispanic,Southaven,MS,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,7,2017,3,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7041,2017-08-04,shot,toy weapon,31,M,White,Lauderdale County,MS,True,attack,Not fleeing,True,True,30-44,unarmed,unarmed,toy weapon,1,8,2017,3,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7042,2017-09-22,shot,gun,40,M,White,Hattiesburg,MS,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,9,2017,3,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7043,2017-10-11,shot,undetermined,61,M,White,Biloxi,MS,False,attack,Car,False,True,60-75,undetermined,undetermined,undetermined,1,10,2017,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7044,2017-10-29,shot,gun,46,M,Black,Tate County,MS,False,attack,Car,False,True,45-59,armed,gun,gun,1,10,2017,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7045,2017-11-04,shot,gun,24,M,Black,Columbus,MS,False,other,Not fleeing,True,True,18-29,armed,gun,gun,1,11,2017,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7046,2017-11-05,shot,gun,35,M,White,Meridian,MS,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,11,2017,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7047,2017-11-09,shot,gun,35,M,White,Neshoba County,MS,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,11,2017,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7048,2017-11-10,shot,undetermined,37,M,Black,Hinds County,MS,False,other,Not fleeing,False,True,30-44,undetermined,undetermined,undetermined,1,11,2017,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7049,2017-11-15,shot,knife,37,M,Black,Jackson,MS,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,11,2017,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7050,2017-11-20,shot,knife,15,M,White,Gulfport,MS,False,other,Not fleeing,False,True,Under 18,armed,other weapon,knife/cutting instrument,1,11,2017,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7051,2018-01-08,shot,gun,37,M,None,Horn Lake,MS,False,attack,Car,False,True,30-44,armed,gun,gun,1,1,2018,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7052,2018-01-27,shot,vehicle,21,F,Black,Jackson,MS,False,attack,Car,False,True,18-29,armed,other weapon,other weapon,1,1,2018,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7053,2018-02-03,shot,gun,49,M,White,Gulfport,MS,False,attack,Foot,False,True,45-59,armed,gun,gun,1,2,2018,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7054,2018-02-21,shot,gun,37,M,Black,Jackson,MS,False,attack,Foot,False,True,30-44,armed,gun,gun,1,2,2018,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7055,2018-03-03,shot,gun,41,M,Black,Gulfport,MS,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,3,2018,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7056,2018-05-09,shot,gun,33,M,Black,Jackson,MS,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,5,2018,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7057,2018-06-08,shot,unarmed,36,M,White,Madison County,MS,False,other,Not fleeing,False,True,30-44,unarmed,unarmed,unarmed,1,6,2018,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7058,2018-06-25,shot,gun,30,M,White,Grenada,MS,False,other,Car,False,True,18-29,armed,gun,gun,1,6,2018,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7059,2018-10-04,shot,knife,25,M,White,Greenville,MS,False,attack,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,10,2018,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7060,2018-11-10,shot,gun,41,M,Black,Clarksdale,MS,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,11,2018,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7061,2019-02-06,shot,gun,25,M,White,Stone County,MS,False,attack,Car,True,True,18-29,armed,gun,gun,1,2,2019,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7062,2019-02-16,shot,gun,34,M,Asian,Clinton,MS,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,2,2019,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7063,2019-02-18,shot,gun,31,M,Black,Pelehatchie,MS,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,2,2019,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7064,2019-03-05,shot,undetermined,31,M,White,Greenville,MS,True,undetermined,Not fleeing,False,True,30-44,undetermined,undetermined,undetermined,1,3,2019,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7065,2019-03-14,shot,gun,33,M,White,Monroe County,MS,True,other,Car,False,True,30-44,armed,gun,gun,1,3,2019,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7066,2019-04-29,shot,gun,29,M,White,Hancock County,MS,False,attack,Foot,False,True,18-29,armed,gun,gun,1,4,2019,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7067,2019-05-07,shot,gun,59,M,White,Lumberton,MS,True,other,Not fleeing,False,True,45-59,armed,gun,gun,1,5,2019,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7068,2019-05-23,shot,gun,28,M,White,Pearl River County,MS,True,attack,Car,False,True,18-29,armed,gun,gun,1,5,2019,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7069,2019-06-06,shot,gun,70,M,White,Braxton,MS,True,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,6,2019,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7070,2019-06-28,shot,gun,19,M,White,Pearl,MS,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,6,2019,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7071,2019-07-01,shot,gun,52,M,White,Pontotoc County,MS,False,attack,Car,False,True,45-59,armed,gun,gun,1,7,2019,3,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7072,2019-07-22,shot,gun,37,M,Black,Wesson,MS,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,7,2019,3,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7073,2019-08-08,shot,gun,27,M,Black,Moss Point,MS,False,attack,Foot,True,True,18-29,armed,gun,gun,1,8,2019,3,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7074,2019-08-31,shot,vehicle,47,M,None,Florence,MS,False,other,Car,False,True,45-59,armed,other weapon,other weapon,1,8,2019,3,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7075,2019-10-17,shot,gun and vehicle,22,M,Black,Fayette,MS,False,attack,Car,False,True,18-29,armed,gun,gun,1,10,2019,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7076,2019-11-19,shot,gun,37,M,White,Horn Lake,MS,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,11,2019,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7077,2019-12-22,shot,unknown weapon,46,M,Black,Hattiesburg,MS,False,other,Other,False,True,45-59,armed,other weapon,other weapon,1,12,2019,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7078,2019-12-29,shot,gun,76,M,White,DeSoto County,MS,True,attack,Not fleeing,False,True,Over 75,armed,gun,gun,1,12,2019,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7079,2020-02-01,shot,vehicle,53,M,Black,Gulfport,MS,False,other,Not fleeing,False,True,45-59,armed,other weapon,other weapon,1,2,2020,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7080,2020-04-01,shot,gun and vehicle,19,M,White,Columbus,MS,False,attack,Car,False,True,18-29,armed,gun,gun,1,4,2020,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7081,2020-04-13,shot,screwdriver,37,M,None,Jackson,MS,False,attack,Foot,False,True,30-44,armed,other weapon,other weapon,1,4,2020,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7082,2020-05-15,shot,gun,33,M,White,Oxford,MS,False,attack,Car,False,True,30-44,armed,gun,gun,1,5,2020,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7083,2020-06-17,shot,gun,48,M,White,Collinsville,MS,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,6,2020,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7084,2020-07-08,shot,knife,37,M,White,Pascagoula,MS,True,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,7,2020,3,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7085,2020-10-21,shot,knife,45,M,Black,Moss Point,MS,False,attack,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,10,2020,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7086,2020-11-12,shot,gun,37,M,White,Gulfport,MS,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,11,2020,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7087,2020-11-13,shot,gun,41,M,Black,Gulfport,MS,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,11,2020,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7088,2020-12-10,shot,gun,47,M,White,Oxford,MS,False,attack,Not fleeing,True,True,45-59,armed,gun,gun,1,12,2020,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7089,2021-01-15,shot,knife,48,M,Black,Biloxi,MS,False,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,1,2021,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
7090,2021-02-02,shot,knife,37,M,None,Meridian,MS,False,other,Foot,False,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2021,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965
